uid,label,cluster,sev,global_tercile,group
in9rg4xv,1,3,2.6368,0,2
349n1d6d,1,3,2.4165,0,0
zbc7qk4k,0,0,3.3561,-1,1
6ilsidbx,1,3,2.9029,1,1
287gt76i,1,0,2.9612,1,1
3hzcd3ge,1,4,2.516,0,0
q10f7ia4,1,0,3.5307,2,1
1sascebf,0,4,3.1537,-1,1
e54ukigd,0,3,4.426,-1,0
ix1cnaq2,1,3,3.6172,2,1
yotos87m,0,3,3.2751,-1,2
vz01sosr,0,4,4.2945,-1,1
2hvnkvon,0,3,3.8483,-1,1
nlhapwf5,1,3,3.1973,2,1
20xkiaip,0,4,3.6767,-1,2
rqq5qob8,1,3,3.0876,2,1
67kbqnxp,1,3,2.7984,1,2
vmsr75rm,1,3,2.6099,0,2
g7f9fzja,1,4,3.3826,2,1
hsao2qwk,1,4,3.0171,1,1
bsepr1b2,0,4,3.6558,-1,1
0uc87nxp,1,3,4.0522,2,1
0jf6dnob,0,3,3.7179,-1,0
k8hup3ft,1,3,2.0621,0,0
j6ac4jrc,1,3,2.6355,0,2
q97rcq6w,1,3,3.7535,2,1
948ju63l,1,4,3.3621,2,1
xsy4vy32,0,0,3.3672,-1,0
i3pj7k99,1,0,2.9686,1,1
bv2j3t4h,1,3,3.5294,2,1
8qfdtn0p,1,3,3.4721,2,1
lcfr7cl6,1,3,3.3688,2,1
p3frb7ei,1,0,2.4279,0,0
5r8vo4kv,1,4,2.604,0,2
fflncc2a,1,3,2.3676,0,0
trd83x9a,0,4,3.4341,-1,1
ge9ny3mu,1,3,2.9802,1,1
b6lbu9w3,1,3,2.7253,1,2
ggo9dvws,0,3,3.1945,-1,1
3kcvjxzd,0,3,3.187,-1,0
vyb4xz3m,1,4,2.9085,1,1
